id, name, latitude, longitude, address, area, city,cost, rating, homedelivery, smoking, alcohol, wifi, valetparking, rooftop  
0,Razzberry Rhinoceros,19.10298865,72.82551929,"JuhuHotel, 39/2, Juhu Tara, Juhu, Mumbai",Juhu,Mumbai,2500,3.5,no,yes,yes,yes,yes,no
1,JLWA,19.06033885,72.83616632,"Linking Road, Bandra West3rd Floor, VN Sphere Turner,","Linking Road, Bandra West",Mumbai,1600,4.5,no,yes,yes,no,yes,no
2,Tamasha,19.005862,72.827454,"Ground Floor, Victoria House, E.B Marg,Lower Parel, Mumbai",Lower Parel,Mumbai,1800,4.1,no,yes,yes,no,yes,no
3,Joey's Pizza,19.17818233,72.83469178,"Shop 1, Plot D, Samruddhi Complex, Chincholi Bunder Road, Mindspace,Malad West, Mumbai",Malad West,Mumbai,800,4.6,yes,no,no,no,no,no
4,HITCHKI,19.1198717,72.907044,"5, Transocean, Hiranandani Business Park, Lake Boulevard Road,Powai, Mumbai",Powai,Mumbai,1200,4,no,yes,yes,yes,yes,no
5,1 Above,19.00468947,72.82636285,"Floor 2, Kamala Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel,Mumbai,3000,4.1,no,yes,yes,no,yes,no
6,Bombay Adda,19.07576139,72.83429984,"8th Floor, Nike Showroom Showroom Linking Road,Santacruz West, Mumbai",Santacruz West,Mumbai,1800,3.9,no,yes,yes,yes,yes,yes
7,Ab Celestial,19.04447688,72.82802615,"Reclamation, Bandra WestBandra - Worli Sea Link,","Reclamation, Bandra West",Mumbai,5000,3.7,no,no,yes,no,no,yes
8,The Stadium Bar,19.17431322,72.84460019,"3rd Floor, DLH Park, Near MTNL Signal,Swami Vivekanand Road, Sunder Nagar,Goregaon West, Mumbai",Goregaon West,Mumbai,1850,3.8,no,yes,yes,yes,yes,no
9,Prithvi Cafe,19.1061732,72.8258492,"Prithvi Theatre, Janki Kutir,JuhuChurch Road, Juhu, Mumbai",Juhu,Mumbai,700,4.5,no,no,no,no,no,no
10,BKC | DIVE.,19.072703,72.870102,"Ground floor, Pinnacle Corporate Park, Next to Trade Centre, Opposite MTNL Office,Bandra Kurla Complex, Mumbai - 400051",Bandra Kurla Complex,Mumbai,1000,4,yes,yes,yes,no,no,no
11,Mirchi And Mime,19.1198814,72.9070007,"Transocean House, Lake Boulevard, Hiranandani Business Park,Powai, Mumbai",Powai,Mumbai,1500,4.9,no,no,yes,no,yes,no
12,Aer - Four Seasons,18.9939135,72.8201592,"Four Seasons Hotel, 1/136, E Moses Road,Worli, Mumbai",Worli,Mumbai,4000,4.4,no,yes,no,yes,yes,no
13,Jimis Burger,19.13955814,72.83338185,"Andheri Lokhandwala, Andheri WestShop B2, Shree Siddhivinayak Plaza, Off link Road, Opposite Citi Mall,","Andheri Lokhandwala, Andheri West",Mumbai,700,4.4,yes,no,no,no,no,no
14,145 Bandra,19.060312,72.82943,"Pali Hill, Bandra West1st floor, HSBC Building, Off Turner Road,","Pali Hill, Bandra West",Mumbai,1400,4.1,no,yes,yes,yes,yes,no
15,Barrel & Co,19.13500236,72.8321876,"Ground Floor, Kotia Nirman, Near Fun Republic, New Link Road,Veera Desai Area, Mumbai",Veera Desai Area,Mumbai,1800,3.9,no,no,yes,yes,yes,no
16,Raasta,19.06826926,72.83803146,"4/5 Floor, Rohan Plaza, Ram Krishan Nagar, Road 5,Khar, Mumbai",Khar,Mumbai,1500,4.1,yes,yes,yes,no,yes,yes
17,Boardwalk by Flamboyante,18.806071,72.882511,"Mandwa Jetty Road, Mandvi,Alibaug, Mumbai",Alibaug,Mumbai,2000,3.6,no,yes,yes,yes,no,no
18,Bombay Cocktail Bar,19.13842958,72.83323634,"Andheri Lokhandwala, Andheri WestDeluxe House, Ground Floor, Plot B-50, Opposite New Link Road,","Andheri Lokhandwala, Andheri West",Mumbai,1500,4,no,no,yes,no,no,no
19,Glocal Junction,18.989243,72.815088,"Ground Floor, Nehru Centre, Dr. Annie Besant Road, Opposite Nehru Planitorium,Worli, Mumbai",Worli,Mumbai,1500,4.2,yes,yes,yes,yes,yes,no
20,A Bar Called Life,19.1157307,72.82789003,"30, Devle Road, Near Chandan Police Choky,JuhuCircle, Juhu, Mumbai",Juhu,Mumbai,1400,4.2,no,yes,yes,no,yes,no
21,Pizza By The Bay,18.93341116,72.82394987,"143, Soona Mahal, Marine Drive,Churchgate, Mumbai",Churchgate,Mumbai,2000,4,yes,no,yes,no,yes,no
22,Global Fusion,19.10743126,72.88293332,"B 1, Times Square Tech Park, Andheri Kurla Road, Sakinaka Junction, Andheri East,Marol, Mumbai",Marol, Mumbai,3500,4.3,no,no,yes,no,yes,no
23,Farzi Cafe,19.0035172,72.82764997,"Kamala Mills, Near Radio Mirchi Office,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4.2,no,no,yes,no,yes,no
24,Opa! Bar & Cafe - The Peninsula Grand Hotel,19.10235016,72.88862997,"Hotel Peninsula Grand, Rooftop, OppositeSakinakaMetro Station, Andheri Airport Road, Sakinaka, Mumbai",Sakinaka, Andheri Airport Road,1700,3.9,no,yes,yes,no,yes,yes
25,ESTELLA,19.091441,72.8253121,"Ground Floor, Nichani Kutir Building, Opposite HDFC Bank,JuhuTara Road, Juhu, Mumbai",Juhu, Juhu,2500,4.6,no,yes,yes,yes,yes,no
26,Sigree Global Grill,19.11633861,72.90992606,"101, 1st Floor, Ventura Building, Hiranandani Business Park, Central Avenue Road,Powai, Mumbai",Powai, Mumbai,2000,3.9,yes,no,yes,no,no,no
27,Yauatcha,19.0611141,72.8627174,"Raheja Towers,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,2800,4.5,no,yes,yes,no,yes,no
28,Mojo's Bistro,19.00405895,72.82717656,"Level 2, Kamla Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,1200,4.3,no,yes,yes,no,yes,yes
29,The Bandra Project by PizzaExpress,19.060416,72.829326,"Pali Hill, Bandra WestC – 534A, Ground Floor, HSBC Building, Dr. Ambedkar Road,","Pali Hill, Bandra West", Mumbai,1600,4.2,yes,no,yes,no,yes,no
30,Kube,19.130785,72.831045,"Andheri Lokhandwala, Andheri WestFloor 5, Crystal Point Mall, Azad Nagar, Link Road,","Andheri Lokhandwala, Andheri West", Mumbai,1500,4.1,no,yes,yes,yes,yes,yes
31,Verbena - BrewPub & SkyGarden,19.0058883,72.8264494,"4th Floor, Trade View Building, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,3.8,no,yes,yes,yes,yes,yes
32,Dome - InterContinental,18.9349204,72.82411013,"Hotel InterContinental, 135,Churchgate, Mumbai",Churchgate, Mumbai,3500,4.1,no,yes,yes,no,yes,yes
33,R' ADDA,19.1093,72.825451,"Ramee Guestline Hotel, 462, A B Nair Road,Juhu, Mumbai",Juhu, Mumbai,1200,4,no,yes,yes,yes,yes,no
34,Keventers,19.07068989,72.82289475,"Carter Road, Bandra WestShop 9, Building B, Gagangiri Premises Co-Operative Society Ltd.,","Carter Road, Bandra West", Mumbai,200,3.8,no,no,no,no,no,no
35,Toit Brewery - Taproom & Kitchen,19.00067,72.829748,"Mathuradas Mill Compound, Senapati Bapat Marg, Lower ParelMumbai,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,3.6,no,yes,yes,yes,yes,no
36,Rude Lounge,19.11329046,72.90937386,"8th Floor, B Wing, Supreme Business Park, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,1600,3.7,no,yes,yes,no,yes,no
37,The Bombay Canteen,19.00316849,72.82763891,"Ground Floor, Process House, Kamala Mills Compound, Near Radio Mirchi Office, S.B. Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4.2,no,no,yes,no,yes,no
38,Door No.1 - The Retro Bar,19.04911818,72.8286605,"Reclamation, Bandra WestShop 1 and 2 , Ankleshwar, ONGC  Colony,","Reclamation, Bandra West", Mumbai,1500,4,no,yes,yes,yes,yes,no
39,Masala Library,19.0689644,72.8696999,"Ground Floor, First International Financial Centre,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,5000,4.9,no,no,yes,no,yes,no
40,FLYP@MTV,19.00562217,72.82631223,"1st Floor, Trade View Building, Next to Gate 4, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1400,4.1,no,yes,yes,no,no,no
41,Bastian,19.06364656,72.83499151,"Linking Road, Bandra WestB/1, New Kamal Building, Opposite National College,","Linking Road, Bandra West", Mumbai,2500,4.5,no,yes,yes,yes,no,no
42,Rikē - Terrace Bar & Grill,19.13602103,72.83328027,"Dreamworks, C18, Dalia Estate, Near Fun Republic, Above Doolally taproom, Off New Andheri Link Road,Veera Desai Area, Andheri West, Mumbai",Veera Desai Area, Mumbai,800,4.2,no,yes,yes,yes,yes,yes
43,The Playlist Pizzeria,19.04795319,72.82509215,"Reclamation, Bandra WestShop 1, Gloria Apartments, St. Baptist Road, Near Mt. Mary Steps,","Reclamation, Bandra West", Mumbai,1200,3.8,yes,no,no,no,no,no
44,99 Pancakes,18.92838066,72.83279009,"Ground Floor, Commerce House, N.M. Joshi Marg,Fort, Mumbai",Fort, Mumbai,500,4.3,yes,no,no,no,no,no
45,Starbucks,18.9321288,72.8343196,"10, Elphinstone Building, Veernariman Road, Horniman Circle,Fort, Mumbai",Fort, Mumbai,700,4.4,no,no,no,yes,yes,no
46,Masaledaar By Mini Punjab,19.18803708,72.96040591,"1st Floor, The Thane Club, Opposite Raheja Gardens 3 no. Gate, Raghunath Nagar, Mohan Koppikar Road, 
Teen Haath Naaka, Near tip top plaza Thane West",Fort, Mumbai,850,4.3,yes,no,yes,no,no,no
47,The J,18.93019219,72.82670617,"3, Vaswani Mansions, Dinshaw Vachha Road, Opposite HR College,Churchgate, Mumbai",Churchgate, Mumbai,450,4,no,no,no,no,no,no
48,Tipsy Gypsy,19.1348386,72.83286385,"Level One, Fun Republic Mall, Off New Link Road,Veera Desai Area, Mumbai, Mumbai",Veera Desai Area, Mumbai,1200,4.1,no,yes,yes,no,no,no
49,KODE,19.004722,72.826062,"Unit 11, Oasis City, Kamala Mills, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,2400,4.6,no,yes,yes,no,yes,no
50,Breeze Lounge,19.11240818,72.90976848,"8th Floor, A Wing, Supreme Business Park, Hiranandani Gardens,Powai, Mumbai",Powai, Mumbai,2400,3.8,no,yes,yes,no,yes,no
51,Koyla,18.91850064,72.83106308,"Above Gulf Hotel, HNA Azmi Marg,Colaba, Mumbai",Colaba, Mumbai,1600,3.7,yes,no,no,no,yes,yes
52,TAP Resto Bar,19.10762,72.883204,"Ground Floor, Times Square Tech Park, Andheri Kurla Road,SakinakaJunction, Andheri East, Marol, Mumbai",Sakinaka, Andheri East,1400,3.8,no,yes,yes,no,yes,no
53,Light House Cafe,18.9943215,72.8149205,"9 Ground Floor, Sunville Banquets, Dr Annie Besant Road, Siddharth Nagar,Worli, Mumbai",Worli, Mumbai,1200,4.1,yes,no,yes,no,yes,no
54,Arth,19.06815,72.831722,"604, P D Hinduja Junction, 15th Road,Khar, Mumbai",Khar, Mumbai,2500,3.9,no,yes,yes,yes,yes,no
55,Play - The Lounge,19.0058966,72.8267725,"First Floor, Unit 2, Trade View Building, Oasis Complex, Kamala Mills Compound, E.B.Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1700,4,no,yes,yes,no,yes,no
56,Candies,19.07026052,72.82615934,"Pali Hill, Bandra WestMac Ronells, Next to Learners Academy School,","Pali Hill, Bandra West", Mumbai,700,4,yes,yes,no,no,no,no
57,Glass House,19.17659232,72.8370709,"4th Floor, Linkway Estate Co. Society, Above Greens Veg Restaurant, New Link Road,Malad West, Mumbai",Malad West, Mumbai,1700,3.3,no,yes,yes,no,yes,no
58,Nara,19.06089468,72.86279362,"Ground Floor, Raheja Towers, Opposite Jio Garden,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1800,3.8,no,no,yes,yes,no,no
59,O Pedro,19.05942183,72.86480006,"Unit No 2, Plot No C-68, Jet Airways - Godrej BKC,Bandra Kurla ComplexMumbai, Maharashtra",Bandra Kurla Complex, Mumbai,1200,4.1,no,no,yes,yes,yes,no
60,Khar Social,19.06822585,72.83799391,"Rohan Plaza, 5th Road, S.V. Road,KharWest, Khar, Mumbai",Khar, Khar,1400,3.9,yes,yes,yes,yes,yes,no
61,Grandmama's Cafe,19.09145752,72.82780755,"Hotel Royal Garden, Ground Floor,JuhuTara Road, Juhu, Mumbai",Juhu, Juhu,1100,4.1,no,no,yes,yes,yes,no
62,Gadda Da Vida - Novotel,19.1086281,72.8248107,"Novotel,JuhuBeach, Balraj Sahani Marg, Juhu, Mumbai",Juhu, Balraj Sahani Marg,4500,4.1,no,no,yes,yes,no,no
63,Leopold Cafe & Bar,18.92267004,72.83170614,"S.B. Singh Road,ColabaCauseway, Colaba, Mumbai",Colaba, Colaba,1600,3.9,yes,no,yes,yes,no,no
64,Oozo,19.10791312,72.88797587,"Floor 1, Jalaram Commercial Centre, Near Ansa Industrial Estate, Saki Vihar Road,Sakinaka, Mumbai",Sakinaka, Mumbai,1200,4.2,no,yes,yes,no,yes,yes
65,Lord of the Drinks,19.1403366,72.8332233,"Ground Floor, Aver House, New Link Road,Veera Desai Area, Mumbai Veera Desai Area",Veera Desai Area, Mumbai Veera Desai Area,1500,4,no,yes,yes,no,yes,no
66,Pa Pa Ya,18.994117,72.8242106,"Level 3, Palladium Mall, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4.8,no,no,yes,no,no,no
67,SodaBottleOpenerWala,19.0636593,72.8624695,"Ground Floor, The Capital Building, G Block,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1300,4,no,no,yes,yes,no,no
68,AT MRP,19.14896546,72.83207864,"Oshiwara, Andheri West3rd, Floor, Om Heera Panna Mall,","Oshiwara, Andheri West", Mumbai,1000,3.7,no,yes,yes,no,yes,no
69,London Bubble Co.,19.09886908,72.8277861,"Shop 2,JuhuTara Road, Juhu, Mumbai",Juhu, Mumbai,400,4.2,yes,no,no,no,no,no
70,Bombay Salad Co.,19.06469007,72.83091053,"Linking Road, Bandra WestShop 1,16th Road,","Linking Road, Bandra West", Mumbai,900,4.4,yes,no,no,no,no,no
71,Hakkasan,19.0604618,72.83433471,"Linking Road, Bandra West206, Krystal, Waterfield Road,","Linking Road, Bandra West", Mumbai,2600,4.5,no,yes,yes,yes,yes,no
72,Harbour O' Four,19.195121,72.961905,"Panch Pakhadi, Thane WestSun Magnetica Building, Greens Road, Louis Wadi, Near Eastern Express Highway,","Panch Pakhadi, Thane West", Mumbai,1300,4.2,no,no,yes,yes,yes,no
73,We VIP,19.13932312,72.83331312,"Deluxe House, 7th Floor, Plot B-50, Opposite New Link Road,Andheri Lokhandwala, Andheri West, Mumbai","Andheri Lokhandwala, Andheri West", Mumbai,3500,3.7,no,yes,yes,no,yes,no
74,Playboy Club,19.00729,72.825012,"Birla Centurion, Gate 2, PB Marg,Worli, Mumbai",Worli, Mumbai,2700,3.5,no,yes,yes,no,no,no
75,Joey's Pizza,19.1266738,72.83010252,"6 & 7, Upvan Building, Near Indian Oil Colony, DN Nagar,Azad Nagar, Mumbai",Azad Nagar, Mumbai,800,4.1,yes,no,no,no,no,no
76,HITCHKI,19.1266738,72.83010252,"002, First International Financial Centre, G Block,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1500,3.6,no,yes,yes,yes,yes,no
77,Talaiva,19.00573462,72.82682151,"3rd Floor,Trade View Building, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4,no,yes,yes,yes,yes,no
78,D:OH!,19.0059076,72.8268879,"Ground Floor, Unit 2B, Trade View, Kamala City, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,800,3.8,yes,yes,yes,no,yes,no
79,1 Above,19.00468947,72.82636285,"Floor 2, Kamala Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,3000,4.1,no,yes,yes,no,yes,no
80,Farzi Cafe,19.0035172,72.82764997,"Kamala Mills, Near Radio Mirchi Office,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4.2,no,no,yes,no,yes,no
81,Mojo's Bistro,19.00405895,72.82717656,"Level 2, Kamla Trade House, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,1200,4.3,no,yes,yes,no,yes,yes
82,The Bombay Canteen,19.00316849,72.82763891,"Ground Floor, Process House, Kamala Mills Compound, Near Radio Mirchi Office, S.B. Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,2000,4.2,no,no,yes,no,yes,no
83,FLYP@MTV,19.00562217,72.82631223,"1st Floor, Trade View Building, Next to Gate 4, Kamala Mills Compound, Senapati Bapat Marg,Lower Parel, Mumbai",Lower Parel, Mumbai,1400,4.1,no,yes,yes,no,no,no
84,KODE,19.004722,72.826062,"Unit 11, Oasis City, Kamala Mills, Gate 4, Kamala Mills Compound,Lower Parel, Mumbai",Lower Parel, Mumbai,2400,4.6,no,yes,yes,no,yes,no
85,Vortex Bandra,19.065228,72.83336,"Linking Road, Bandra West5th Floor, Crystal Shoppers Paradise,","Linking Road, Bandra West", Mumbai,1000,3.1,no,no,yes,no,no,no
86,MRP - My Regular Place,19.01696424,72.84584507,"20, Dharamputra, Pritam Estate,Dadar East, Mumbai",Dadar East, Mumbai,1300,3.8,no,yes,yes,yes,yes,no
87,The DanSing Bottle,19.23988128,72.97018088,"Manpada, Thane WestShop 5 Kothari Compound , 9 Acres, Towards Neelkanth Woods, Next to Satyam Ford Service Center,","Manpada, Thane West", Mumbai,1000,3.8,no,yes,yes,yes,yes,no
88,Pure Milk Centre,19.07521195,72.90481277,"19/20, Vikrant, RB Mehta Marg, Tilak Road,Ghatkopar East, Mumbai",Ghatkopar East, Mumbai,450,3.6,yes,no,no,no,no,no
89,True Tramm Trunk,19.10343282,72.83190228,"Next to Options Showroom, First Floor, V.L. Mehta Road, J.V.P.D. Scheme,Juhu, Mumbai",Juhu, Mumbai,1200,3.8,no,yes,yes,no,yes,no
90,Stacks And Racks,19.18129965,72.83619149,"Shop 1, Ganga Nivas, Opposite Toyota Showroom, Link Road,Malad West, Mumbai",Malad West, Mumbai,1000,4.5,no,yes,no,no,no,no
91,KOKO Asian Gastropub,19.00288572,72.82814182,"C 2, Trade World, Kamala Mills, Near Radio Mirchi Office, SB Road,Lower Parel, Mumbai",Lower Parel, Mumbai,3000,4.4,no,yes,yes,yes,yes,no
92,Penthouzz,19.21281275,72.86928255,"4th Floor, V Mall, Thakur Complex, Asha Nagar,Kandivali East, Mumbai",Kandivali East, Mumbai,1200,3.7,no,yes,yes,no,no,no
93,Amanzi Sky Deck & Bar,19.0548644,72.8282741,"164, 3rd Floor, Cest La Vie,Hill Road, Bandra WestMe holy family hospital.","Hill Road, Bandra West", Mumbai,2000,3.5,no,yes,yes,no,yes,no
94,The Little Door,19.1393998,72.8332456,"B 31, Ground Floor, Shree Siddhivinayak Plaza, New Link Road,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,1500,3.8,yes,yes,yes,no,yes,no
95,Tea Villa Cafe,19.0559233,72.8341465,"Hill Road, Bandra West31, Opposite Globus,","Hill Road, Bandra West", Mumbai,1000,4.6,yes,no,no,yes,no,no
96,Hoppipola,19.11935556,72.91132222,"135 / 138, Galleria Shopping Center, Hiranandani Garden,   400076.,Powai, Mumbai",Powai, Mumbai,1500,3.8,no,yes,yes,no,no,no
97,Persian Darbar,19.10970146,72.87576176,"Shop 101 - 102, Noori Baug, Andheri Kurla Road,MarolNaka, Marol, Mumbai",Marol, Marol,1300,3.8,yes,no,no,no,yes,no
98,Casa Vito Bar & Cafe,19.06566132,72.83339158,"Linking Road, Bandra West3rd Floor, Link Corner Building, 33rd Road, Off Linking Road,","Linking Road, Bandra West", Mumbai,1000,3.4,no,yes,yes,yes,yes,yes
99,Bhagat Tarachand,19.0723145,73.00860755,"Shatrughan Tower, Sector 18,Vashi, Navi Mumbai",Vashi, Mumbai,450,3.9,yes,no,no,no,no,no
100,MH04 The Drunk Yard,19.23547516,72.96914991,"Manpada, Thane WestC-1, B-1 Kothari Compound, 27 Acre, Beside Royal Enfield Service Center, Chitalsar,","Manpada, Thane West", Mumbai,1200,4.1,no,yes,yes,no,no,no
101,Coffee By Di Bella,19.12549922,72.82225706,"Versova, Andheri WestShop 6/7, Shubham Co-op Housing Society, Juhu Versova Link Road,","Versova, Andheri West", Mumbai,650,4.1,yes,no,no,no,no,no
102,Bruciato Food Factory,19.1610032,72.991277,"Shop 17 Rainbow Tower, Sector 20,Airoli, Navi Mumbai",Airoli, Mumbai,600,4.2,yes,no,no,yes,no,no
103,Theobroma,19.11600852,72.9088676,"G 8, City Park Building, Central Avenue, Hiranadani Gardens,Powai, Mumbai",Powai, Mumbai,500,4.3,yes,no,no,no,no,no
104,BOX8- Desi Meals,19.1233683,72.86411427,"MahakaliCaves Road, Subhash Nagar, Andheri East, Mahakali, Mumbai",Mahakali, Mumbai,500,3.9,yes,no,no,no,no,no
105,Blanco,19.146861,72.829366,"Andheri Lokhandwala, Andheri West201/202, Samarth Vaibhav Cooperating Housing Society, Opposite link Road,","Andheri Lokhandwala, Andheri West", Mumbai,1400,4.2,no,yes,yes,yes,yes,yes
106,The Good Wife,19.06331193,72.86183707,"Ground Floor, The Capital, G Block, Behind ICICI Bank Building,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,2500,4,yes,yes,yes,yes,yes,no
107,Patch of Sky,19.11570567,72.8537643,"Hotel Aureole, Bima Nagar Society, Sir Mathuradas Vasanji Road, Telli Gali,Near Andheri East Station, Mumbai",Near Andheri East Station, Mumbai,1000,4,no,yes,yes,yes,yes,yes
108,AB3 - Akkad Bakkad Bombay Boo,19.2043523,72.8450497,"5, KK Meena Sudhar Marg, Kamala Nagar, Bhagat Colony,Kandivali West, Mumbai",Kandivali West, Mumbai,300,4.1,no,no,no,no,no,no
109,5 Spice,19.1065024,72.884651,"Mithi Nadi,   Andheri East,Sakinaka, Mumbai",Sakinaka, Mumbai,1200,3.7,yes,no,yes,no,no,no
110,Madeira & Mime,19.11988121,72.90715098,"G2, Trans Ocean House, Hiranandani Business Park, Lake Boulevard,Powai, Mumbai",Powai, Mumbai,1400,4.7,no,yes,yes,yes,yes,no
111,Havana Café & Bar - The Gordon House Hotel,18.92391899,72.83268716,"The Gordon House Hotel, 5 Battery Street, Apollo Bunder,Colaba, Mumbai",Colaba, Mumbai,1500,4.4,no,yes,yes,yes,yes,no
112,Butter Chicken Factory,19.0658198,72.8308836,"Pali Hill, Bandra WestShop 7, Silver Cross Building, 16th & 33rd Road Junction, Opp Mini Punjab Resturant,","Pali Hill, Bandra West", Mumbai,1000,4.4,yes,no,no,no,no,no
113,SpiceKlub,18.9942914,72.8255723,"8A, Janta Industrial Estate, Opposite Phoenix Mills, Senapati Bapat Road,Lower Parel, Mumbai",Lower Parel, Mumbai,2100,4.4,yes,no,no,no,yes,no
114,Ph Se Food,19.16153167,72.94418994,"18-21, R Galleria, Runwal Greens , Mulund goregaon Link Road, Next to Fortis Hospital,Mulund West, Mumbai",Mulund West, Mumbai,1000,4.4,no,no,no,yes,yes,no
115,Road House Cafe Bar,19.18095885,72.83632055,"3, New Link Road, Ram Nagar,Malad West, Mumbai",Malad West, Mumbai,1000,4.3,no,yes,yes,yes,yes,no
116,London Taxi,19.004722,72.826062,"A Wing, Ground Floor,Trade Centre, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,2500,4,no,yes,yes,yes,yes,no
117,Barbeque Nation,19.10346228,72.88774956,"3, Ground Floor, Tower A, Times Square, Andheri-Kurla Road,Marol, Mumbai",Marol, Mumbai,1900,3.9,no,no,yes,no,yes,no
118,Coffee Culture,19.05481908,72.82826923,"Hill Road, Bandra WestGround Floor, Eternia Building, Next to Mcdonalds,","Hill Road, Bandra West", Mumbai,700,4.2,yes,no,no,yes,yes,no
119,Carouse Contemporary Kitchen & Bar,18.993049,72.823866,"First Floor, P2, Building, Raghuvanshi Mill Compound, Senapati Bapat Marg, Next To Phoenix Mall,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,3.4,no,yes,yes,no,yes,no
120,Skky - Ramada,19.136234,72.899082,"Ramada, 16/17, Paspoli, Saki Vihar Road,Powai, Mumbai",Powai, Mumbai,3000,4,no,yes,yes,yes,no,no
121,CinCin,19.067651,72.8651133,"Raheja Towers,Bandra Kurla Complex, Mumbai",Bandra Kurla Complex, Mumbai,1800,3.5,no,yes,yes,yes,yes,no
122,Jamjar Diner,19.13275689,72.81216189,"Versova, Andheri West7A & B, Arram Nagar 2, Behind Washing Bay, Yari Road,","Versova, Andheri West", Mumbai,1500,3.9,yes,no,yes,yes,yes,no
123,Talaiva,19.00573462,72.82682151,"3rd Floor,Trade View Building, Kamala Mills,Lower Parel, Mumbai",Lower Parel, Mumbai,1500,4,no,yes,yes,yes,yes,no
124,Doolally Taproom,19.0492684,72.82890324,"Reclamation, Bandra WestShop No. 5/6, Geleki, ONGC Colony,","Reclamation, Bandra West", Mumbai,1800,4.3,no,yes,no,no,no,no
125,The Little Easy,19.05997505,72.83621326,"Linking Road, Bandra West231 A, Link Corner,","Linking Road, Bandra West", Mumbai,1500,4.2,no,yes,yes,yes,yes,no
126,The Fatty Bao,19.12358212,72.9125325,"Shop 1, Ground Floor, Sentinel Building, Hiranandani Business Park,Powai, Mumbai",Powai, Mumbai,1800,4.3,yes,no,yes,yes,yes,no
127,Agent Jack's,19.13151869,72.83545017,"De Mall, Veera Desai,Veera Desai Area, Mumbai",Veera Desai Area, Mumbai,1500,3.8,yes,yes,yes,yes,yes,no
128,90 Ft Above,19.228332,72.8527196,"The Rooftop, Vini Elegance, Above Tanishq Showroom, L.T Road,Borivali West, Mumbai",Borivali West, Mumbai,1200,3.8,no,no,yes,no,yes,yes
129,Fisco Restobar,19.21217891,72.84625445,"Shop 3, Blue Empress, Boraspada Road, Dev Nagar, Opposite Poisar Gymkhana,Kandivali West, Mumbai",Kandivali West, Mumbai,1400,4.4,yes,no,yes,yes,yes,no
130,Pali Village Cafe,19.0632659,72.8293746,"Pali Hill, Bandra West602, Ambedkar Road, Pali Naka,","Pali Hill, Bandra West", Mumbai,2700,4.1,no,no,no,yes,no,no
131,The Belgian Waffle Co.,18.95566377,72.81314358,"25, Fulchand Niwas,ChowpattySeaface, Chowpatty, Mumbai",Chowpatty, Mumbai,250,4,yes,no,no,no,no,no
132,Olive Bar & Kitchen,19.07194661,72.82515585,"14, Below Pali Hill Tourist Hotel, Union Park,Khar, Mumbai",Khar, Mumbai,3500,4.1,yes,yes,yes,no,yes,no
133,Taste Of Punjab,19.0827299,73.006397,"Shop 178 , 1st Floor, Satra Plaza, Sector 19,Vashi, Navi Mumbai",Vashi, Mumbai,1500,4.2,no,yes,yes,no,no,no
134,The Fusion Kitchen,19.2546708,72.8490093,"Shop 1, Opposite Veda Building, Near Bhavdevi Garage, Holy Cross Road, IC colony,Borivali West, Mumbai",Borivali West, Mumbai,1000,4.7,yes,no,yes,yes,yes,no
135,Bomberry,18.96554382,72.81294208,"Ground Floor, Shop No. 5, Hormazd Mansion, Opposite Bhatia Hospital,Tardeo, Mumbai",Tardeo, Mumbai,500,4.1,yes,no,no,yes,no,no
136,Eva's Pizza,19.1151798,72.88712561,"7, Harmony Apartments, Off Military Road,Marol, Mumbai",Marol, Mumbai,650,4.1,yes,no,no,no,yes,no
